,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
8084,TULARIK INC,TLRK,263.894,315.098,75.421,10.285,4.95,-54.88399999999999,-49.934,-49.934,0.0,38.988,-43.257,-121.496,0.0,25.487,1416.8858,67.8,25.487,75.421
8085,TULARIK INC,TLRK,223.421,293.282,94.895,10.800999999999998,8.187999999999999,-70.45100000000001,-62.263000000000005,-62.263000000000005,0.0,34.178000000000004,-48.569,-178.982,0.0,32.632,1198.3818,59.06100000000001,32.632,94.895
8086,TULARIK INC,TLRK,181.3,236.307,110.155,14.179,11.52,-96.413,-84.89299999999999,-84.89299999999999,0.0,33.786,-93.828,-271.592,0.0,25.262,409.8151,61.325,25.262,110.155
8087,TULARIK INC,TLRK,195.73,244.407,123.679,9.363,11.476,-104.477,-93.001,-93.001,0.0,41.981,-105.105,-376.236,0.0,30.678,1068.9011,70.069,30.678,123.679
7840,TUMBLEWEED COMMUNICATIONS CO,TMWD,30.438,87.71600000000001,4.5760000000000005,0.2,4.843,-6.6160000000000005,-1.773,38.862,0.0,20.287,-7.497000000000001,-287.445,7.459,43.438,160.8377,25.312,43.438,45.211000000000006
7841,TUMBLEWEED COMMUNICATIONS CO,TMWD,37.331,91.104,7.18,0.0,4.471,-4.964,-0.493,42.821000000000005,0.0,24.698,-3.909,-291.296,9.068,50.001000000000005,152.4384,29.887,50.001000000000005,50.494
7842,TUMBLEWEED COMMUNICATIONS CO,TMWD,44.955,96.931,10.874,0.0,3.633,-5.973,-2.34,51.12,0.0,29.43,-4.882,-295.783,12.505999999999998,61.994,132.623,34.221,61.994,64.334
7843,TUMBLEWEED COMMUNICATIONS CO,TMWD,41.106,91.836,12.13,0.0,2.641,-11.155,-8.514,45.325,0.0,28.611,-10.765,-306.6,13.074000000000002,57.455,84.6905,34.025,57.455,65.969
4688,TURBOCHEF TECHNOLOGIES INC,OVEN,34.304,50.756,44.047,0.0,0.355,9.819,10.174,26.847,8.155,16.905,9.679,-52.277,9.585,70.89399999999999,556.2814,16.977,70.89399999999999,60.72
4689,TURBOCHEF TECHNOLOGIES INC,OVEN,61.133,86.06700000000001,43.532,0.0,1.973,-22.452,-20.479,8.717,10.994000000000002,17.387999999999998,-28.154,-80.431,9.317,52.249,411.0406,21.295,52.249,72.72800000000001
4690,TURBOCHEF TECHNOLOGIES INC,OVEN,46.886,71.775,31.929,0.0,3.1,-16.644000000000002,-13.544,16.74,11.311,21.209,-23.404,-124.792,13.772,48.669,496.9329,26.07,48.669,62.213
4691,TURBOCHEF TECHNOLOGIES INC,OVEN,66.498,88.721,66.645,0.0,3.4,-9.443,-6.042999999999999,41.461000000000006,11.883,55.14,-17.234,-142.026,41.159,108.106,487.872,56.214,108.106,114.149
2892,TUTOGEN MEDICAL INC,TTG,26.891,34.347,11.525,0.8270000000000001,0.76,3.312,4.072,17.805,15.072,8.857000000000001,1.503,-14.421,4.922,29.33,47.5888,12.264,29.33,25.258000000000003
2893,TUTOGEN MEDICAL INC,TTG,18.361,26.205,16.939,0.63,0.984,-3.898,-2.914,14.921,9.554,9.928,-7.017,-22.818,3.4730000000000003,31.86,72.6545,12.483,31.86,34.774
2894,TUTOGEN MEDICAL INC,TTG,24.25,38.917,15.807,3.673,0.778,-0.287,0.491,22.14,12.678,16.035,-0.589,-22.692,6.202000000000001,37.947,72.8865,23.696,37.947,37.456
2895,TUTOGEN MEDICAL INC,TTG,42.058,59.25,21.468000000000004,3.278,2.056,3.825,5.881,32.351,17.39,12.972,6.757999999999999,-14.645,6.477,53.819,220.432,18.891,53.819,47.938
5816,TVC TELECOM INC,TVCE,0.8440000000000001,15.51,3.13,5.316,0.465,-4.62,-4.155,0.065,0.1119999999999999,1.7990000000000002,-5.9510000000000005,-13.193,0.242,3.195,8.9594,7.115,3.195,7.35
5817,TVC TELECOM INC,TVCE,2.997,5.407,8.368,0.44,0.449,-3.5980000000000003,-3.149,-3.149,0.0,2.611,-8.685,-21.74,0.607,5.218999999999999,4.7914,3.051,5.218999999999999,8.368
5818,TVC TELECOM INC,TVCE,1.65,3.83,5.233,0.29,0.315,-1.797,-1.482,2.177,0.0,4.126,-3.031,-24.771,0.4,7.41,1.636,4.416,7.41,8.892000000000001
5819,TVC TELECOM INC,TVCE,0.633,1.1,4.2,0.226,0.266,-1.42,-1.154,1.896,0.0,1.938,-0.562,-25.324,0.597,6.096,2.9673,2.164,6.096,7.25
7848,TWEEN BRANDS INC,TWB,285.113,523.73,439.081,0.0,27.558000000000003,82.959,110.517,318.855,78.249,98.845,54.451,253.299,8.04,757.936,963.369,172.947,757.936,647.419
7849,TWEEN BRANDS INC,TWB,284.455,569.677,518.486,0.0,31.229,95.69,126.919,365.197,106.548,110.462,64.821,318.12,13.878,883.683,1097.499,198.351,883.683,756.7639999999999
7850,TWEEN BRANDS INC,TWB,273.595,611.637,606.975,166.25,37.615,88.72200000000001,126.337,406.996,124.432,131.295,52.574,365.281,12.557,1013.971,791.1410000000001,416.638,1013.971,887.6339999999999
7851,TWEEN BRANDS INC,TWB,242.663,545.4580000000001,658.8710000000001,157.5,44.047,4.148,48.195,336.191,88.523,101.506,-17.145,345.494,35.607,995.062,66.712,369.685,995.062,946.867
9640,TWIN VEE POWERCATS INC,TVPC,2.904,3.017,0.0069999999999999,0.0,0.0409999999999999,-1.175,-1.134,0.07,0.0,0.32,-1.011,-4.565,0.002,0.077,1.3005,0.32,0.077,1.211
9641,TWIN VEE POWERCATS INC,TVPC,1.643,2.207,0.0,0.0,0.052,-0.8220000000000001,-0.77,0.091,0.0,0.22,-0.623,-5.291,0.0,0.091,1.7314,0.22,0.091,0.861
9642,TWIN VEE POWERCATS INC,TVPC,0.3229999999999999,2.177,0.036,0.048,0.071,-0.585,-0.514,0.247,0.0,0.575,-0.649,-5.946000000000001,0.29,0.283,0.5519,0.623,0.283,0.797
9643,TWIN VEE POWERCATS INC,TVPC,0.701,2.296,0.364,0.565,0.005,-0.414,-0.409,0.138,0.0,0.675,-0.491,-6.437,0.44,0.502,0.4551,1.24,0.502,0.911
2000,U S ENERGY CORP/WY,USEG,5.422000000000001,30.704,4.486000000000001,3.781,1.445,-6.659,-5.214,0.156,0.176,6.058,-6.249,-49.757,0.913,4.642,42.2066,20.953000000000007,4.642,9.856
2001,U S ENERGY CORP/WY,USEG,7.841,38.107,1.297,0.88,0.386,-6.067,-5.681,-0.447,0.033,1.232,8.842,-40.252,0.265,0.85,78.0779,9.182,0.85,6.531000000000001
2002,U S ENERGY CORP/WY,USEG,43.325,51.901,2.111,0.295,0.511,-16.67,-16.159000000000002,-1.298,0.034,11.595,1.052,-38.796,0.905,0.813,96.7681,12.477,0.813,16.972
2003,U S ENERGY CORP/WY,USEG,82.729,131.404,2.106,0.191,0.499,-16.709,-16.21,-0.928,0.0,8.093,56.363,18.794,2.055,1.178,100.266,16.305,1.178,17.387999999999998
4736,U S ENERGY SYSTEMS INC,USEYQ,36.36,172.041,10.964,64.468,3.874,4.243,8.117,14.035,0.0,12.51,1.838,-23.737,11.783,24.999,13.4334,124.582,24.999,16.882
4737,U S ENERGY SYSTEMS INC,USEYQ,54.581,175.93200000000002,9.646,86.29700000000001,4.279,2.942,7.221,10.462,0.0,5.972,0.644,-31.393,7.351,20.108,9.5342,141.0,20.108,12.887
4738,U S ENERGY SYSTEMS INC,USEYQ,25.398000000000003,169.02900000000002,9.721,87.28200000000001,4.611000000000001,-1.111,3.5,9.899,0.0,7.325,-9.466,-44.351000000000006,6.962999999999999,19.62,29.2118,147.888,19.62,16.12
4739,U S ENERGY SYSTEMS INC,USEYQ,51.263000000000005,346.93,14.050999999999998,192.126,5.457999999999999,-6.76,-1.3019999999999998,7.193,0.0,52.348,-27.574,-67.50399999999999,8.997,21.244,90.9347,297.445,21.244,22.546
2312,U S GLOBAL INVESTORS INC,GROW,4.308,7.912000000000001,9.316,1.013,0.226,-0.648,-0.422,-0.422,1.164,1.061,-0.795,-4.72,1.17,8.894,8.0068,2.196,8.894,9.316
2313,U S GLOBAL INVESTORS INC,GROW,4.188,7.905,7.854,0.956,0.165,-0.251,-0.086,-0.086,1.41,1.257,-0.241,-4.932,1.145,7.768,14.925999999999998,2.325,7.768,7.854
2314,U S GLOBAL INVESTORS INC,GROW,4.34,7.44,7.457000000000001,0.887,0.121,-0.099,0.022,0.022,0.723,0.777,0.043,-4.86,1.745,7.479,13.7751,1.766,7.479,7.457000000000001
2315,U S GLOBAL INVESTORS INC,GROW,6.319,9.537,9.96,0.0,0.109,2.915,3.024,3.024,1.673,1.052,2.167,-2.149,1.4780000000000002,12.984000000000002,26.515,1.052,12.984000000000002,9.96
6648,U S LIQUIDS INC,USLQ,58.178,369.083,165.773,99.499,16.595,23.173,39.768,66.01,2.029,47.989,-1.242,13.130999999999998,44.145,231.783,132.1659,178.935,231.783,192.015
6649,U S LIQUIDS INC,USLQ,80.255,352.177,193.724,88.52600000000001,19.234,1.739,20.973000000000003,54.135,2.254,69.16199999999999,-25.377,-12.227,40.747,247.859,34.6041,187.307,247.859,226.886
6650,U S LIQUIDS INC,USLQ,50.77,320.876,168.673,89.137,17.512999999999998,17.686,35.199,61.639,2.485,44.128,3.386,-8.841000000000001,38.351,230.312,91.0618,152.423,230.312,195.113
6651,U S LIQUIDS INC,USLQ,45.684,153.011,109.616,2.672,10.936,7.024,17.96,41.325,1.536,121.603,-149.42600000000002,-159.39700000000002,33.017,150.941,6.599,135.08100000000002,150.941,132.981
5692,U S PLASTIC LUMBER CORP,USPL,44.699,166.31099999999998,94.806,48.823,5.37,17.829,23.199,43.739,7.338999999999999,32.51,3.149,1.836,32.915,138.545,246.5996,83.051,138.545,115.346
5693,U S PLASTIC LUMBER CORP,USPL,58.24,200.411,143.77200000000002,66.626,5.145,-2.6830000000000003,2.462,29.972,9.724,47.275,-12.475,-11.459,43.763000000000005,173.74400000000003,42.4576,114.473,173.74400000000003,171.282
5694,U S PLASTIC LUMBER CORP,USPL,46.245,161.66899999999998,144.511,11.225,6.834,-9.616,-2.782,29.539,5.666,106.77,-48.163,-60.999,37.316,174.05,15.0403,118.319,174.05,176.832
5695,U S PLASTIC LUMBER CORP,USPL,13.283,86.05,40.572,23.633000000000003,3.771,-8.705,-4.934,8.412,5.107,23.012,-15.844,-77.02,4.908,48.984,12.3056,51.14,48.984,53.918
8300,UAGH INC,5069B,128.671,227.022,37.991,1.153,5.027,-54.503,-49.476000000000006,13.130999999999998,0.0,48.198,-46.537,-67.735,15.404000000000002,51.122,726.8480000000001,49.66,51.122,100.598
8301,UAGH INC,5069B,68.964,175.65099999999998,82.772,1.063,13.864,-76.358,-62.494,39.617,0.0,52.967,-108.57,-176.84599999999998,19.591,122.389,471.3122,76.687,122.389,184.883
8302,UAGH INC,5069B,19.593,46.717,75.067,0.0,15.857,-46.17,-30.313,26.088,0.0,31.701,-94.836,-271.624,4.652,101.155,18.844,37.834,101.155,131.468
8303,UAGH INC,5069B,24.75,35.083,48.167,1.763,7.817,-16.512999999999998,-8.696,22.097,0.0,27.688,-22.954,-294.16900000000004,5.292999999999999,70.264,33.71,35.055,70.264,78.96
9380,UAP HOLDING CORP,UAPH,1155.188,1337.342,2159.556,295.948,13.843,96.213,110.056,366.039,697.1339999999999,898.446,28.812,1.755,234.824,2525.595,785.7306,1220.855,2525.595,2415.539
9381,UAP HOLDING CORP,UAPH,1205.95,1381.91,2325.3,306.339,12.41,137.47899999999998,149.889,422.912,730.7710000000001,894.466,66.377,38.34,288.879,2748.212,1105.7126,1222.171,2748.212,2598.323
9382,UAP HOLDING CORP,UAPH,1342.061,1559.186,2454.904,172.39,14.744000000000002,134.032,148.776,419.734,883.033,1192.022,33.454,31.634,338.22900000000004,2874.638,1298.8172,1388.932,2874.638,2725.862
9383,UAP HOLDING CORP,UAPH,1649.683,1892.08,2908.856,392.812,21.831,177.283,199.114,528.9580000000001,1063.48,1236.469,81.555,62.985,349.904,3437.8140000000003,2029.0655,1661.655,3437.8140000000003,3238.7
6792,UBICS INC,UBIX,19.339,21.684,26.906,0.0,0.3,1.304,1.604,10.453,0.0,3.795,0.609,4.763999999999999,6.466,37.359,20.25,3.795,37.359,35.755
6793,UBICS INC,UBIX,20.005,24.898000000000003,30.909,0.0,0.435,0.345,0.78,11.415,0.0,5.452000000000001,0.0069999999999999,4.771,8.155,42.324,9.8167,5.574,42.324,41.544
6794,UBICS INC,UBIX,13.079,20.608,27.853,0.0,0.918,-1.124,-0.206,11.042,0.0,5.531000000000001,-4.348,0.412,4.129,38.895,4.7481,5.631,38.895,39.101
6795,UBICS INC,UBIX,8.199,12.688,17.333,0.0,0.539,-2.053,-1.514,8.365,0.0,4.043,-5.7010000000000005,-5.273,3.009,25.698,1.463,4.1930000000000005,25.698,27.212
8452,UBIQUITEL INC,UPCS,123.96,538.221,172.898,457.038,51.571000000000005,-85.169,-33.598,47.907,2.7510000000000003,56.068000000000005,-117.387,-273.668,30.546,220.805,32.5728,516.612,220.805,254.403
8453,UBIQUITEL INC,UPCS,99.874,483.404,160.69,396.664,46.909,-19.797,27.112,112.576,3.408,59.151,-8.113,-281.781,19.831,273.266,248.9449,465.184,273.266,246.154
8454,UBIQUITEL INC,UPCS,136.095,497.807,208.688,423.893,49.804,19.51,69.314,157.355,4.025,57.034,-15.297,-298.458,22.609,366.043,662.2739,492.389,366.043,296.72900000000004
8455,UBIQUITEL INC,UPCS,193.687,562.863,224.564,423.475,51.20399999999999,56.312,107.516,198.163,4.777,66.42399999999999,47.713,-250.745,30.082,422.727,931.727,501.256,422.727,315.211
2192,UCI MEDICAL AFFILIATES INC,UCIA,15.584,30.722,56.087,1.88,1.466,2.93,4.396,15.769,0.958,8.391,1.445,-4.73,12.214,71.85600000000001,35.6904,12.851,71.85600000000001,67.46
2193,UCI MEDICAL AFFILIATES INC,UCIA,11.79,37.539,58.054,12.245,3.025,2.986,6.011,18.991,0.956,8.897,1.077,-8.222999999999999,6.372999999999999,77.045,25.2807,23.162,77.045,71.03399999999999
2194,UCI MEDICAL AFFILIATES INC,UCIA,12.821,45.917,59.987,17.343,3.062,5.596,8.658,20.363,1.197,9.601,3.095,-5.127999999999999,7.06,80.35,27.3185,28.405,80.35,71.692
2195,UCI MEDICAL AFFILIATES INC,UCIA,13.649,47.052,67.803,15.979,3.213,3.839,7.0520000000000005,19.102,1.067,8.301,3.136,-1.992,5.997000000000001,86.905,23.9409,26.405,86.905,79.85300000000001
3172,UMC INC,UMCN,0.506,0.894,3.073,0.128,0.081,0.284,0.365,0.365,0.0,0.36,0.26,-18.589,0.414,3.438,1.0224,0.632,3.438,3.073
3173,UMC INC,UMCN,0.863,1.56,3.5010000000000003,0.313,0.109,0.291,0.4,0.4,0.0,0.539,0.288,-18.301,0.7090000000000001,3.901,1.4607,0.972,3.901,3.5010000000000003
3174,UMC INC,UMCN,1.236,1.863,3.59,0.235,0.166,0.3429999999999999,0.509,0.509,0.0,0.608,0.3379999999999999,-17.963,0.83,4.099,1.8401,0.939,4.099,3.59
3175,UMC INC,UMCN,0.975,1.462,2.672,0.162,0.1669999999999999,-0.045,0.122,0.122,0.0,0.4,-0.102,-18.065,0.7190000000000001,2.794,1.3846,0.634,2.794,2.672
5752,UNDERSEA RECOVERY CORP,UNDR,3.196,5.31,5.6770000000000005,8.682,0.139,0.853,0.992,0.992,0.0,1.631,0.1689999999999999,-24.189,2.8310000000000004,6.669,0.2758,10.313,6.669,5.6770000000000005
5753,UNDERSEA RECOVERY CORP,UNDR,2.714,3.087,0.238,0.204,0.053,-1.713,-1.66,0.418,0.0,0.235,-1.68,-3.435,0.317,0.6559999999999999,9.1065,0.485,0.6559999999999999,2.316
5754,UNDERSEA RECOVERY CORP,UNDR,0.652,0.978,0.476,0.204,0.132,-0.785,-0.653,0.107,0.0,0.327,-2.238,-5.674,0.027,0.583,4.2014,0.597,0.583,1.236
5755,UNDERSEA RECOVERY CORP,UNDR,0.31,0.47,0.037,0.0,0.098,-0.8420000000000001,-0.7440000000000001,0.1169999999999999,0.0,0.772,-0.8909999999999999,-6.565,0.022,0.154,2.4996,0.772,0.154,0.898
7388,UNI CORE HOLDINGS CORP-OLD,UCHC.1,12.201,17.035999999999998,9.442,0.0,0.119,1.636,1.755,2.877,0.126,1.569,-2.117,-10.539,9.151,12.319,19.9277,1.569,12.319,10.564
7389,UNI CORE HOLDINGS CORP-OLD,UCHC.1,7.539,9.942,4.59,0.0,0.034,-0.956,-0.922,0.091,0.196,4.986000000000001,-8.597999999999999,-19.734,5.566,4.681,33.024,4.9860000000000015,4.681,5.603
7390,UNI CORE HOLDINGS CORP-OLD,UCHC.1,6.579,9.18,0.048,0.0,0.037,-1.606,-1.569,-0.022,0.0,4.832,-1.557,-20.721,5.112,0.026,12.7969,4.832,0.026,1.595
7391,UNI CORE HOLDINGS CORP-OLD,UCHC.1,1.793,2.869,0.005,0.0,0.05,-1.4169999999999998,-1.367,-0.001,0.0,0.526,-2.436,-23.314,1.139,0.004,8.5313,0.526,0.004,1.371
9400,UNICA CORP,UNCA,69.904,104.647,14.429,0.0,2.887,3.015,5.902,67.982,0.0,45.734,0.6759999999999999,2.317,27.282,82.411,201.88,50.04,82.411,76.509
9401,UNICA CORP,UNCA,75.19800000000001,121.348,19.794,0.0,4.21,-1.225,2.985,82.449,0.0,54.743,0.496,2.9160000000000004,29.238000000000003,102.243,225.431,58.429,102.243,99.258
9402,UNICA CORP,UNCA,74.736,116.909,27.681,0.0,5.332999999999999,-3.679,1.654,93.45,0.0,53.432,-9.739,-7.042999999999999,22.104,121.131,162.7427,56.903,121.131,119.477
9403,UNICA CORP,UNCA,71.559,93.881,22.126,0.0,5.047,-4.232,0.815,78.492,0.0,49.481,-21.774,-28.747,16.514,100.618,158.7932,51.06800000000001,100.618,99.803
6688,UNIFAB INTERNATIONAL INC,UFAB.1,28.477,82.654,61.66,18.0,1.727,-9.687,-7.96,-1.275,2.84,16.664,-7.266,1.196,21.517,60.385,77.2065,34.664,60.385,68.345
6689,UNIFAB INTERNATIONAL INC,UFAB.1,28.439,63.207,76.64,0.122,2.604,-4.928,-2.324,5.093,5.769,43.952,-29.281,-27.779,19.474,81.733,5.3235,44.074,81.733,84.057
6690,UNIFAB INTERNATIONAL INC,UFAB.1,12.072,39.279,36.56,16.137999999999998,2.7,-13.216,-10.515999999999998,-3.274,2.297,9.231,-20.517,-48.248000000000005,7.822,33.286,1.8018,25.369,33.286,43.802
6691,UNIFAB INTERNATIONAL INC,UFAB.1,14.296,40.219,58.404,22.471,2.214,-9.895,-7.681,-2.63,1.287,15.637,-11.835,-60.047,11.558,55.774,9.6784,38.108,55.774,63.455
4840,UNIMARK GROUP INC,UNMG,18.398,63.202,41.851000000000006,5.005,2.302,-12.33,-10.028,3.34,9.928,27.703000000000003,-11.363,-34.577,7.0520000000000005,45.191,5.6623,33.874,45.191,55.219
4841,UNIMARK GROUP INC,UNMG,17.713,50.412,31.094,6.851,2.286,-4.962,-2.676,3.122,7.56,16.292,-8.765,-43.342,3.407,34.216,11.1539,24.873,34.216,36.892
4842,UNIMARK GROUP INC,UNMG,8.027000000000001,42.775,25.766,4.622,1.536,-4.004,-2.468,1.396,5.221,17.679000000000002,-7.942,-51.284,1.2919999999999998,27.162,10.5225,25.178,27.162,29.63
4843,UNIMARK GROUP INC,UNMG,17.246,27.481,25.569000000000003,4.199,1.396,-0.775,0.621,2.747,4.319,13.833,-9.947,-61.231,1.625,28.316,5.2613,19.831,28.316,27.695
8892,UNION DRILLING INC,UDRL,58.677,336.605,196.1,44.619,44.298,28.298,72.596,106.68,1.536,38.098,7.75,69.28,52.375,302.78,105.4089,131.892,302.78,230.18400000000003
8893,UNION DRILLING INC,UDRL,37.155,293.01,112.025,9.169,47.719,-15.640999999999998,32.078,56.897,1.944,14.144,-12.033,57.247,32.02,168.922,144.5188,76.687,168.922,136.844
8894,UNION DRILLING INC,UDRL,35.478,300.01,143.34799999999998,30.054,49.932,-25.33,24.602,49.191,1.252,23.854,-16.067999999999998,41.179,30.924,192.539,168.765,98.254,192.539,167.937
8895,UNION DRILLING INC,UDRL,50.86,342.011,179.87400000000002,67.883,50.846,-9.282,41.56399999999999,71.017,0.8320000000000001,33.501,-5.351,35.828,45.755,250.891,144.4435,144.356,250.891,209.327
1908,UNITED AIRLINES INC,UAL2,4129.0,11308.0,12242.0,4859.0,391.0,495.0,886.0,886.0,217.0,3955.0,343.0,-1024.0,582.0,13128.0,3787.41,10961.0,13128.0,12242.0
1909,UNITED AIRLINES INC,UAL2,4561.0,12105.0,13119.0,4366.0,413.0,700.0,1113.0,1113.0,271.0,4449.0,459.0,-57.0,606.0,14232.0,2185.1503,10555.0,14232.0,13119.0
1910,UNITED AIRLINES INC,UAL2,4347.0,12686.0,14936.0,5371.0,438.0,-133.0,305.0,305.0,235.0,4474.0,-585.0,-1893.0,453.0,15241.0,2226.1659,12581.0,15241.0,14936.0
1911,UNITED AIRLINES INC,UAL2,4373.0,12781.0,12093.0,5291.0,494.0,-1.0,493.0,493.0,254.0,4389.0,-282.0,-1627.0,494.0,12586.0,2482.583,12191.0,12586.0,12093.0
8924,UNITED DEFENSE INDUSTRIES,UDI,551.495,912.292,1037.024,422.593,22.663,55.471,78.134,281.514,368.167,606.158,8.776,-333.684,78.387,1318.5379999999998,1071.7818,1078.658,1318.5379999999998,1240.404
8925,UNITED DEFENSE INDUSTRIES,UDI,739.051,1453.97,1347.362,576.989,41.254,166.25099999999998,207.505,377.984,399.189,765.9830000000001,134.576,-207.415,192.166,1725.346,1204.4935,1483.675,1725.346,1517.841
8926,UNITED DEFENSE INDUSTRIES,UDI,864.8760000000001,1591.164,1591.704,524.946,48.002,219.61,267.612,460.887,389.394,789.092,140.648,-56.581,168.625,2052.591,1664.7736,1464.083,2052.591,1784.979
8927,UNITED DEFENSE INDUSTRIES,UDI,869.204,1601.5739999999998,1763.06,472.904,44.246,290.992,335.23800000000006,529.295,324.937,772.735,166.113,30.849,202.98,2292.355,2391.417,1375.458,2292.355,1957.117
4956,UNITED ENERGY CORP,UNRG,3.2,3.653,0.363,0.0,0.076,-2.44,-2.364,0.449,0.139,0.477,-2.272,-18.698,0.064,0.812,14.5841,0.477,0.812,3.176
4957,UNITED ENERGY CORP,UNRG,1.435,1.895,0.457,0.0,0.081,-2.105,-2.024,0.585,0.142,0.526,-2.04,-20.74,0.273,1.042,13.3429,0.526,1.042,3.0660000000000003
4958,UNITED ENERGY CORP,UNRG,0.457,0.933,0.552,0.0,0.075,-1.337,-1.262,0.654,0.156,0.482,-1.338,-22.08,0.166,1.206,6.206,0.482,1.206,2.468
4959,UNITED ENERGY CORP,UNRG,0.672,1.12,0.649,0.0,0.068,-1.4169999999999998,-1.349,1.123,0.081,1.082,-1.465,-23.546,0.216,1.7719999999999998,6.9309,1.082,1.7719999999999998,3.1210000000000004
1996,UNITED INDUSTRIAL CORP,UIC,90.039,151.168,238.396,0.0,5.415,24.158,29.573,72.551,16.968,48.435,-5.841,-50.207,33.376999999999995,310.947,239.4694,110.221,310.947,281.374
1997,UNITED INDUSTRIAL CORP,UIC,346.457,420.328,282.936,122.0,5.846,45.334,51.18,102.928,34.639,194.455,26.8,-27.085,49.005,385.864,476.1921,388.762,385.864,334.684
1998,UNITED INDUSTRIAL CORP,UIC,208.482,304.401,382.674,120.723,9.217,59.152,68.369,134.47899999999998,23.603,77.475,40.958,4.217,69.28399999999999,517.153,466.6122,278.879,517.153,448.784
1999,UNITED INDUSTRIAL CORP,UIC,207.292,358.64,499.127,120.03,12.33,52.581,64.911,64.911,73.7,120.592,47.173,40.959,73.843,564.038,574.49,295.341,564.038,499.127
7136,UNITED ROAD SERVICES INC,URSI,35.228,322.445,193.301,82.758,14.726,7.765,22.491,61.81100000000001,0.0,69.436,-29.7,-25.482,24.87,255.112,28.5903,156.032,255.112,232.621
7137,UNITED ROAD SERVICES INC,URSI,24.846,178.393,202.488,88.115,13.873,-13.309,0.564,44.078,0.0,53.047,-158.93200000000002,-185.077,19.884,246.566,0.8795,145.787,246.566,246.002
7138,UNITED ROAD SERVICES INC,URSI,24.901,171.79,183.471,94.855,12.095,-5.166,6.928999999999999,43.058,0.0,57.291,-13.659,-200.289,19.512,226.529,0.5319,154.56799999999996,226.529,219.6
7139,UNITED ROAD SERVICES INC,URSI,23.222,97.767,202.969,0.081,11.02,-0.746,10.274,45.726000000000006,0.0,161.966,-84.652,-286.58,16.22,248.695,0.3129,166.83599999999996,248.695,238.421
4332,UNITEDGLOBALCOM INC  -CL A,UCOMA,1943.862,9039.251,1062.394,1687.735,1147.1760000000002,-1346.63,-199.454,499.5,0.0,10223.125,-4494.098,-6702.315,571.244,1561.894,557.32,12323.465,1561.894,1761.348
4333,UNITEDGLOBALCOM INC  -CL A,UCOMA,865.551,5931.594,772.398,527.866,730.0010000000001,-461.855,268.146,742.623,0.0,7423.688,-356.454,-7910.107,202.957,1515.021,995.9568,8814.322,1515.021,1246.875
4334,UNITEDGLOBALCOM INC  -CL A,UCOMA,828.6460000000001,7099.670999999999,768.8380000000001,3615.902,808.663,-217.805,590.8580000000001,1122.692,0.0,1604.7910000000002,1995.368,-4315.902,205.232,1891.53,4971.8155,5604.4180000000015,1891.53,1300.672
4335,UNITEDGLOBALCOM INC  -CL A,UCOMA,1538.455,9134.297,1014.628,4818.583,935.185,-172.613,762.572,1510.818,0.0,1422.249,-356.314,-132.52,318.332,2525.446,7632.6365,6615.935,2525.446,1762.874
2964,UNITRONIX CORP,UTRX,0.0289999999999999,0.034,0.0139999999999999,0.159,0.0,-0.268,-0.268,0.008,0.0,1.643,-0.349,-7.582999999999999,0.002,0.022,7.468999999999999,2.153,0.022,0.29
2965,UNITRONIX CORP,UTRX,0.0139999999999999,0.018,0.0139999999999999,0.158,0.0,-0.118,-0.118,0.009,0.0,1.834,-0.207,-7.79,0.0,0.023,3.201,1.992,0.023,0.141
2966,UNITRONIX CORP,UTRX,0.069,0.074,0.01,0.0,0.0,-0.228,-0.228,0.011,0.0,0.493,-0.326,-8.116,0.002,0.021,8.6853,0.493,0.021,0.249
2967,UNITRONIX CORP,UTRX,0.009,0.038,0.008,0.0,0.0,-0.14,-0.14,0.0069999999999999,0.0,0.4539999999999999,-0.141,-8.258,0.002,0.015,6.5285,0.454,0.015,0.155
4160,UNIVERCELL HOLDINGS INC,UVCL,0.518,0.5379999999999999,1.4480000000000002,0.0,0.113,-3.86,-3.747,-0.262,0.0,8.927,-4.051,-22.74,0.325,1.186,0.0456,8.927,1.186,4.933
4161,UNIVERCELL HOLDINGS INC,UVCL,0.442,0.4629999999999999,0.364,0.0,0.023,-0.149,-0.126,0.433,0.0,0.44,-0.144,-0.0579999999999999,0.316,0.797,14.4825,0.44,0.797,0.923
4162,UNIVERCELL HOLDINGS INC,UVCL,0.532,0.967,0.521,0.67,0.012,-0.432,-0.42,0.433,0.0,0.528,-0.6409999999999999,-0.6990000000000001,0.379,0.954,5.5861,1.198,0.954,1.374
4163,UNIVERCELL HOLDINGS INC,UVCL,0.491,0.629,0.3229999999999999,0.0,0.0139999999999999,0.001,0.015,0.59,0.0,0.687,-0.288,-0.987,0.043,0.913,3.0402,0.687,0.913,0.898
8440,UNIVERSAL COMPRESSION HLDGS,UCO.1,311.21,1972.451,400.455,870.073,84.5,136.315,220.815,288.331,89.96799999999999,136.611,30.787,66.065,80.296,688.7860000000001,1029.5397,1173.216,688.7860000000001,467.971
