,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
1986,STEEL TECHNOLOGIES INC,STTX.,167.48,313.175,453.902,94.68,13.878,16.587,30.465,58.802,84.301,65.682,9.152,135.641,74.595,512.7040000000001,121.7696,175.234,512.7040000000001,482.239
1987,STEEL TECHNOLOGIES INC,STTX.,312.409,463.006,680.795,114.0,14.889,56.821000000000005,71.71,106.057,178.49,112.038,35.206,167.851,123.546,786.852,328.0001,244.757,786.852,715.1419999999999
1988,STEEL TECHNOLOGIES INC,STTX.,272.357,428.939,894.666,80.0,15.306,54.552,69.858,107.125,121.423,74.45100000000001,36.313,203.078,112.033,1001.791,335.223,174.18,1001.791,931.933
1989,STEEL TECHNOLOGIES INC,STTX.,305.98400000000004,513.617,800.9780000000001,119.911,16.601,20.064,36.665,75.143,181.267,96.388,14.693,216.519,104.356,876.1210000000001,256.2697,240.483,876.1210000000001,839.456
7060,STEEL VAULT CORP,3SVUL,5.27,9.368,11.154000000000002,0.0,0.223,-1.101,-0.878,2.454,0.12,1.774,-0.644,1.801,4.162,13.608,0.8862,1.774,13.608,14.486
7061,STEEL VAULT CORP,3SVUL,5.195,7.005,13.845,0.0,0.184,-0.484,-0.3,2.839,0.113,2.092,-2.681,-0.88,4.567,16.684,1.6646,2.092,16.684,16.984
7062,STEEL VAULT CORP,3SVUL,4.879,6.05,13.146,0.0,0.098,-0.178,-0.08,3.32,0.14,1.905,-0.768,-1.648,3.536,16.465999999999998,2.0074,1.905,16.465999999999998,16.546
7063,STEEL VAULT CORP,3SVUL,4.038,4.187,13.333,0.0,0.044,-1.137,-1.093,2.677,0.144,2.032,-2.142,-3.79,3.452,16.01,1.4838,2.032,16.01,17.102999999999998
7064,STEEL VAULT CORP,3SVUL,2.466,2.585,9.423,0.0,0.027,-0.477,-0.45,2.475,0.106,1.226,-0.618,-4.636,1.4980000000000002,11.898,0.9083,1.226,11.898,12.348
6980,STEELCLOUD INC,SCLD,14.013,21.053,27.175,0.063,0.804,-0.0279999999999999,0.7759999999999999,9.3,1.219,4.831,-0.13,-30.165,5.777,36.475,29.7839,5.056,36.475,35.699
6981,STEELCLOUD INC,SCLD,9.064,10.603,18.424,0.0289999999999999,0.648,-3.744,-3.096,5.792000000000001,1.145,3.994,-10.04,-40.205,3.84,24.216,9.4129,4.391,24.216,27.312
6982,STEELCLOUD INC,SCLD,6.766,7.936,17.791,0.015,0.579,-1.646,-1.067,5.525,1.178,3.059,-1.945,-42.109,2.625,23.316,17.8963,3.229,23.316,24.383000000000003
6983,STEELCLOUD INC,SCLD,2.9760000000000004,4.052,15.443,0.008,0.482,-2.769,-2.287,3.576,0.522,1.296,-2.76,-44.869,1.5719999999999998,19.019,8.6954,1.436,19.019,21.306
6984,STEELCLOUD INC,SCLD,0.3939999999999999,0.5670000000000001,0.544,0.0,0.525,-2.803,-2.278,0.976,0.011,0.97,-3.737,-48.605,0.147,1.52,4.0544,1.24,1.52,3.798
4265,STELLENT INC,STEL.,116.666,165.926,29.968000000000004,0.0,2.309,-20.094,-17.785,58.372,0.0,13.816,-22.298,-42.434,18.576,88.34,215.7024,13.939,88.34,106.125
4266,STELLENT INC,STEL.,87.296,129.709,23.974,0.0,3.179,-27.129,-23.95,41.46,0.0,17.473,-32.4,-74.587,15.602,65.434,92.2323,17.473,65.434,89.384
4267,STELLENT INC,STEL.,92.452,124.688,22.304,0.0,3.369,-11.14,-7.771,53.47,0.0,19.932,-10.513,-84.73899999999999,19.165,75.774,166.8723,19.983,75.774,83.545
4268,STELLENT INC,STEL.,101.548,187.652,28.826,0.0,3.829,-0.593,3.236,77.985,0.0,34.177,-5.841,-90.29,30.063,106.811,231.0732,35.123000000000005,106.811,103.575
4269,STELLENT INC,STEL.,101.414,206.549,35.588,0.281,3.1180000000000003,5.457000000000001,8.575,87.79700000000001,0.0,34.969,6.3420000000000005,-85.596,31.32,123.385,349.194,37.593,123.385,114.81
1085,STEM CELL INNOVATIONS INC,SCLL,0.462,2.276,1.057,0.0,0.425,-2.888,-2.463,0.8690000000000001,0.0279999999999999,5.6,-2.738,-140.345,0.043,1.926,0.9464,5.6,1.926,4.388999999999999
1086,STEM CELL INNOVATIONS INC,SCLL,1.288,2.694,1.456,0.0,0.419,-0.4529999999999999,-0.034,-0.034,0.0,3.366,2.329,-138.016,0.42,1.422,1.1202,3.366,1.422,1.456
1087,STEM CELL INNOVATIONS INC,SCLL,1.901,1.917,1.371,0.0,0.087,-1.394,-1.307,-1.307,0.0,0.852,1.737,-136.279,0.0,0.064,1.1202,0.852,0.064,1.371
1088,STEM CELL INNOVATIONS INC,SCLL,1.352,1.354,0.899,0.0,0.0,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,0.875,-0.847,-137.126,0.044,0.057,7.4678,0.875,0.057,0.899
1089,STEM CELL INNOVATIONS INC,SCLL,1.215,8.837,10.594,5.884,0.8740000000000001,-11.380999999999998,-10.507,-10.507,0.0,1.531,-14.33,-24.838,0.131,0.087,143.7163,8.932,0.087,10.594
9705,STERLING CHEMICALS INC,SCHI,152.336,245.823,624.242,100.579,30.476,2.858,33.334,43.302,62.078,62.212,-105.659,-207.294,63.289,667.544,36.057,212.082,667.544,634.21
9706,STERLING CHEMICALS INC,SCHI,214.246,306.444,790.8439999999999,150.0,10.908,-2.269,8.639,20.482,20.753,48.032,-18.928,-215.289,85.152,811.326,49.49,280.665,811.326,802.687
9707,STERLING CHEMICALS INC,SCHI,186.297,261.946,120.552,150.0,9.602,5.567,15.169,27.5,5.221,41.367,-8.363999999999999,-265.293,22.08,148.05200000000002,31.108,285.8640000000001,148.05200000000002,132.88299999999998
9708,STERLING CHEMICALS INC,SCHI,146.22299999999998,220.165,93.348,125.0,9.852,-1.741,8.111,20.986,5.268,48.503,0.435,-258.936,14.614,114.334,19.796,237.597,114.334,106.223
9709,STERLING CHEMICALS INC,SCHI,147.748,207.399,76.169,119.428,12.974,0.292,13.265999999999998,23.575,3.756,40.064,16.009,-247.302,10.981,99.744,7.777,212.798,99.744,86.478
1990,STERLING SUGARS INC,STSU,2.988,29.61,43.643,7.013999999999999,2.316,0.997,3.313,4.477,0.7290000000000001,3.651,0.916,14.66,1.365,48.12,15.625,12.41,48.12,44.807
1991,STERLING SUGARS INC,STSU,2.673,28.805,39.627,1.927,2.251,-0.015,2.236,3.262,0.7609999999999999,7.502999999999999,0.364,15.024,1.0490000000000002,42.889,14.375,11.241,42.889,40.653
1992,STERLING SUGARS INC,STSU,5.167000000000001,30.402,39.185,3.83,2.044,0.79,2.834,3.793,3.167,5.803,0.992,16.016,1.2819999999999998,42.978,15.0,11.845999999999998,42.978,40.144
1993,STERLING SUGARS INC,STSU,4.8260000000000005,30.441,41.303,3.167,1.975,-4.301,-2.326,-1.283,2.638,8.477,-2.234,13.782,0.196,40.02,16.25,14.119000000000002,40.02,42.346
1994,STERLING SUGARS INC,STSU,11.867,37.757,30.544,4.306,2.589,-0.248,2.341,3.337,8.406,13.827,1.638,15.42,1.406,33.881,16.25,19.797,33.881,31.54
1995,STEWART & STEVENSON SERVICES,SVC.1,509.925,649.055,1128.517,56.6,22.275,37.761,60.036,200.993,188.168,164.959,42.223,337.055,179.385,1329.51,497.77,257.824,1329.51,1269.474
1996,STEWART & STEVENSON SERVICES,SVC.1,507.629,652.635,992.264,26.531,22.919,23.527,46.446000000000005,183.37,213.299,205.468,-7.2010000000000005,307.165,152.594,1175.634,410.5553,290.627,1175.634,1129.188
1997,STEWART & STEVENSON SERVICES,SVC.1,444.667,605.655,1058.053,26.26,30.424,-53.694,-23.27,117.513,142.638,225.136,-53.203,240.427,189.17,1175.566,391.0043,308.172,1175.566,1198.836
1998,STEWART & STEVENSON SERVICES,SVC.1,462.955,613.342,970.324,25.0,26.4,59.656000000000006,86.056,186.284,114.608,241.683,4.978,225.104,160.606,1156.608,590.0006,328.622,1156.608,1070.552
1999,STEWART & STEVENSON SERVICES,SVC.1,470.357,577.711,669.584,0.065,9.708,27.802,37.51,56.768,22.14,203.617,26.128,245.198,66.433,726.352,760.9989,261.925,726.352,688.842
5475,STORAGE COMPUTER CORP,SOSO,9.582,14.229,5.814,1.06,0.489,-4.214,-3.725,4.712,6.796,9.036,-4.5760000000000005,-9.963,0.7509999999999999,10.526,57.175,10.212,10.526,14.251
5476,STORAGE COMPUTER CORP,SOSO,20.415,45.118,3.165,1.489,1.296,-4.03,-2.734,3.341,4.316,4.088,-10.786,-30.824,0.848,6.506,117.478,5.577000000000001,6.506,9.24
5477,STORAGE COMPUTER CORP,SOSO,12.24,33.71,6.312,0.3279999999999999,3.377,-12.494000000000002,-9.117,2.735,3.812,3.114,-13.217,-50.656000000000006,2.0,9.047,122.464,3.442,9.047,18.164
5478,STORAGE COMPUTER CORP,SOSO,5.119,9.874,7.366,0.0,1.202,-12.339,-11.137,-1.994,2.032,3.51,-27.172,-78.464,0.326,5.372000000000001,5.922999999999999,3.51,5.372000000000001,16.509
5479,STORAGE COMPUTER CORP,SOSO,1.786,5.773,2.0340000000000003,0.0,0.7809999999999999,-4.716,-3.935,-0.989,1.39,3.353,-4.749,-83.23100000000001,0.136,1.045,13.914,3.353,1.045,4.98
2000,STORAGE TECHNOLOGY CP,STK.1,1173.442,1653.558,1097.892,12.083,130.79399999999998,31.193,161.987,962.312,218.218,702.84,-1.7819999999999998,82.92200000000001,553.79,2060.204,927.522,714.923,2060.204,1898.217
2001,STORAGE TECHNOLOGY CP,STK.1,1254.526,1758.8829999999998,1039.868,9.523,104.993,95.193,200.186,1005.454,183.98,714.54,67.207,157.77100000000002,505.63,2045.322,2166.8774,724.063,2045.322,1845.136
2002,STORAGE TECHNOLOGY CP,STK.1,1464.239,1976.14,1056.055,10.361,69.065,142.656,211.721,983.56,133.275,808.0160000000001,110.031,250.576,566.863,2039.615,2283.6076,818.377,2039.615,1827.894
2003,STORAGE TECHNOLOGY CP,STK.1,1805.17,2305.246,1111.077,11.15,75.47399999999999,190.738,266.212,1071.483,109.988,932.658,148.912,378.636,539.3340000000001,2182.56,2854.027,943.808,2182.56,1916.348
2004,STORAGE TECHNOLOGY CP,STK.1,1952.485,2407.841,1110.919,11.005999999999998,59.5,218.627,278.127,1113.081,123.459,955.027,191.023,561.323,519.273,2224.0,3395.7991,966.033,2224.0,1945.873
1585,STRATEGIC DISTRIBUTION INC,STRD,97.277,111.313,293.845,0.0,4.029,-12.777,-8.748,25.774,44.113,38.538,-13.125,-25.739,46.449,319.619,18.8368,41.106,319.619,328.367
1586,STRATEGIC DISTRIBUTION INC,STRD,86.625,92.87,227.78,0.0,2.797,-24.652,-21.855,-1.297,20.321,26.571,-3.418,-29.157,22.298,226.483,38.6842,26.571,226.483,248.338
1587,STRATEGIC DISTRIBUTION INC,STRD,61.745,65.503,118.045,0.0,1.73,-1.5530000000000002,0.177,16.512,18.93,14.278,-0.7240000000000001,-29.079,12.475,134.55700000000002,41.4897,14.278,134.55700000000002,134.38
1588,STRATEGIC DISTRIBUTION INC,STRD,59.70399999999999,63.786,108.763,0.0,1.578,-4.717,-3.139,13.115,12.8,15.137,-2.6210000000000004,-31.675,19.638,121.878,41.44,15.137,121.878,125.017
1589,STRATEGIC DISTRIBUTION INC,STRD,59.834,64.53399999999999,124.077,0.0,1.668,-2.903,-1.235,12.837,11.686,19.407,-3.432,-35.107,17.862000000000002,136.914,29.6,19.407,136.914,138.149
2845,STRATEX NETWORKS INC,STXN,170.49599999999998,214.117,266.969,0.0,20.289,-135.436,-115.147,-38.125,31.094,39.985,-168.873,-289.453,43.653,228.844,447.7882,46.66,228.844,343.991
2846,STRATEX NETWORKS INC,STXN,155.593,184.785,136.22799999999998,0.0,10.815,-22.654,-11.839,61.476000000000006,20.307,52.84,-51.555,-345.17400000000004,31.072,197.704,171.2884,71.985,197.704,209.543
2847,STRATEX NETWORKS INC,STXN,128.291,163.244,120.511,0.0,9.47,-32.607,-23.137,36.837,33.101,61.751000000000005,-37.068000000000005,-381.141,39.641,157.34799999999998,399.228,82.06200000000003,157.34799999999998,180.485
2848,STRATEX NETWORKS INC,STXN,131.127,160.631,144.1,13.542,11.46,-36.298,-24.838,36.202,36.78,68.423,-45.946000000000005,-426.307,39.391,180.302,174.6491,100.608,180.302,205.14
2849,STRATEX NETWORKS INC,STXN,156.17600000000002,180.83,159.885,22.291,7.417999999999999,2.322,9.74,71.007,43.867,81.111,-2.297,-427.996,49.819,230.892,596.1257,118.487,230.892,221.152
9030,STRATOS INTERNATIONAL INC,STLW,81.497,124.612,31.662,0.298,14.152,-33.726,-19.574,19.972,7.794,16.4,-120.291,-183.252,10.092,51.63399999999999,27.7528,23.217,51.63399999999999,71.208
9031,STRATOS INTERNATIONAL INC,STLW,70.999,129.05,35.657,0.8009999999999999,6.28,-25.823,-19.543,15.166,15.964,18.025,-27.085,-210.519,16.72,50.823,71.0447,19.271,50.823,70.366
9032,STRATOS INTERNATIONAL INC,STLW,71.134,114.98,46.092,0.0,6.55,-14.08,-7.53,34.361999999999995,15.974,19.061,-15.307,-226.319,22.651,80.454,57.6536,19.507,80.454,87.984
9033,STRATOS INTERNATIONAL INC,STLW,62.257,99.154,44.237,0.0,5.853,-4.771,1.082,35.345,15.482,10.968,-2.8310000000000004,-230.278,15.443,79.582,112.4429,10.968,79.582,78.5
9034,STRATOS INTERNATIONAL INC,STLW,69.03399999999999,99.499,51.94,0.0,6.087999999999999,-1.295,4.793,40.804,19.092,11.829,1.63,-229.587,16.002,92.744,116.435,11.829,92.744,87.95100000000001
4335,STRATUS PROPERTIES INC,STRS,8.81,111.893,8.681000000000001,8.44,0.129,-2.446,-2.317,1.418,0.0,3.406,14.222,-95.528,0.596,10.099,71.49,20.813,10.099,12.416
4336,STRATUS PROPERTIES INC,STRS,4.518,129.47799999999998,8.977,25.576,0.133,2.794,2.927,5.852,0.0,4.377,3.94,-91.588,0.74,14.829,60.4605,34.819,14.829,11.902
4337,STRATUS PROPERTIES INC,STRS,2.221,139.44,7.556,42.483,0.8759999999999999,-1.146,-0.27,4.013,0.0,7.046,-0.521,-92.442,0.7140000000000001,11.569,65.4764,52.82100000000001,11.569,11.839
4338,STRATUS PROPERTIES INC,STRS,4.435,142.43,8.916,47.105,1.3130000000000002,0.18,1.493,5.506,0.0,5.222,0.02,-92.541,0.828,14.422,71.7068,55.609,14.422,12.929
4339,STRATUS PROPERTIES INC,STRS,0.8109999999999999,152.861,13.872,54.11600000000001,1.521,0.86,2.381,7.018,0.0,5.263999999999999,0.672,-92.258,0.392,20.89,115.7526,64.665,20.89,18.509
8865,STRATUS SERVICES GROUP INC,SSVG,16.133,25.151,64.25399999999999,2.143,0.932,-1.903,-0.971,12.338,0.0,24.112,-5.777,-21.756,13.53,76.592,6.1365,26.255,76.592,77.563
8866,STRATUS SERVICES GROUP INC,SSVG,20.025,27.907,96.325,1.388,0.809,-0.655,0.154,14.174,0.0,31.026,-1.086,-22.842,16.771,110.499,11.7754,32.414,110.499,110.345
8867,STRATUS SERVICES GROUP INC,SSVG,14.938,18.798,96.236,1.189,0.7090000000000001,-1.364,-0.655,16.21,0.0,27.035,-0.368,-22.214,14.115,112.446,1.2744,28.674,112.446,113.101
8868,STRATUS SERVICES GROUP INC,SSVG,1.863,2.015,3.452,0.868,0.153,-1.556,-1.403,1.679,0.0,9.202,1.442,-20.772,1.022,5.131,0.7858,10.07,5.131,6.534
8869,STRATUS SERVICES GROUP INC,SSVG,1.75,3.805,5.63,1.251,0.087,-0.479,-0.392,2.58,0.0,9.787,-0.284,-21.056,1.281,8.21,1.6349,11.038,8.21,8.602
2005,STRIDE RITE CORP,SRR,253.594,334.79900000000004,322.947,0.0,15.304,34.72,50.024,209.453,98.213,69.55,24.117,391.122,48.075,532.4,331.3212,81.758,532.4,482.376
2006,STRIDE RITE CORP,SRR,270.1,345.217,327.144,0.0,13.47,38.643,52.113,222.98,81.925,63.975,25.488000000000003,408.19,51.058,550.124,455.1522,77.501,550.124,498.011
2007,STRIDE RITE CORP,SRR,255.179,321.296,333.245,0.0,12.483,40.406,52.889,225.079,87.79,57.739,25.654,424.749,47.73,558.3240000000001,395.3361,74.434,558.3240000000001,505.435
2008,STRIDE RITE CORP,SRR,252.686,438.854,340.72,60.0,13.059,43.77,56.82899999999999,247.444,116.095,73.02199999999999,24.567,239.11900000000003,70.747,588.164,501.4963,172.176,588.164,531.335
2009,STRIDE RITE CORP,SRR,243.651,457.887,399.03,54.2,15.583,60.261,75.844,307.725,119.917,66.878,34.29,260.68,82.927,706.755,567.6972,161.158,706.755,630.911
10180,SUCCESSFACTORS INC,SFSF,139.405,154.54399999999998,24.168000000000003,0.0559999999999999,2.173,-69.77,-67.597,39.182,0.0,113.534,-75.454,-141.25799999999998,42.072,63.35,606.957,134.601,63.35,130.947
10181,SUCCESSFACTORS INC,SFSF,155.755,170.426,34.951,0.019,3.885,-66.939,-63.054,76.962,0.0,152.72799999999998,-64.952,-206.33900000000003,44.446000000000005,111.913,321.3826,175.80200000000005,111.913,174.967
10182,SUCCESSFACTORS INC,SFSF,392.487,408.697,31.359,0.0,3.964,-12.122,-8.158,121.695,0.0,182.916,-12.634,-218.988,57.611,153.054,1189.5818,206.194,153.054,161.21200000000002
10183,SUCCESSFACTORS INC,SFSF,452.025,577.413,49.591,0.0,7.117999999999999,-25.449,-18.331,156.335,0.0,267.222,-12.45,-228.091,80.44,205.926,2233.8875,306.084,205.926,224.257
10184,SUCCESSFACTORS INC,SFSF,310.138,825.46,94.503,0.0,19.235,-62.135,-42.9,233.444,0.0,386.405,-35.952,-264.22700000000003,116.755,327.94699999999995,3381.3747,411.325,327.94699999999995,370.847
1465,SUMMA INDUSTRIES,SUMX,33.386,98.279,86.405,29.178,5.445,12.034,17.479,40.597,13.383,18.847,4.413,27.759,16.512999999999998,127.002,47.267,52.472,127.002,109.523
1466,SUMMA INDUSTRIES,SUMX,33.778,97.565,80.83800000000001,19.845,4.927,7.842,12.769,35.403,12.313,17.477,3.929,31.325,17.594,116.241,43.0956,41.98,116.241,103.472
1467,SUMMA INDUSTRIES,SUMX,30.464,68.516,78.366,16.219,4.97,6.825,11.795,32.774,11.645,14.213,-18.785,11.803,15.729,111.14,31.5011,33.033,111.14,99.345
1468,SUMMA INDUSTRIES,SUMX,38.006,80.117,83.554,28.663,4.968,6.855,11.823,32.85,14.749,18.712,3.3710000000000004,14.724,18.227,116.404,39.5453,49.883,116.404,104.581
1469,SUMMA INDUSTRIES,SUMX,37.929,80.035,78.609,27.52,5.443,6.0120000000000005,11.455,30.374,12.665,18.854,1.558,16.042,16.919,108.983,28.9196,48.815,108.983,97.528
3935,SUMMIT AMERICA TELEVISON INC,SATH,30.718000000000004,170.697,91.816,75.893,4.936,3.72,8.656,60.15,7.234,48.364,-3.304,-8.081,8.969,151.966,218.7197,124.566,151.966,143.31
3936,SUMMIT AMERICA TELEVISON INC,SATH,67.332,227.294,130.392,84.336,8.935,-12.588,-3.653,69.67,15.828,45.468,-13.493,-21.574,15.892,200.062,146.0662,129.804,200.062,203.715
3937,SUMMIT AMERICA TELEVISON INC,SATH,37.364,180.017,122.353,75.484,13.935,-43.18600000000001,-29.251,55.262,9.953,28.785,-10.246,-31.82,3.793,177.615,124.6117,104.269,177.615,206.866
3938,SUMMIT AMERICA TELEVISON INC,SATH,33.191,178.08,127.26,92.596,11.72,-22.105,-10.385,68.58,13.117,32.247,-22.628,-54.448,5.575,195.84,83.90799999999999,124.843,195.84,206.225
3939,SUMMIT AMERICA TELEVISON INC,SATH,3.524,118.633,0.0,50.537,0.6890000000000001,0.252,0.941,6.705,0.0,1.42,-2.469,-46.395,0.178,6.705,173.3641,51.98,6.705,5.763999999999999
7735,SUMTOTAL SYSTEMS INC,SUMT,55.03,95.792,17.011,0.0,6.667999999999999,-13.297,-6.629,38.193000000000005,0.0,27.14,-16.032,-252.35,18.531,55.20399999999999,108.4913,27.513,55.20399999999999,61.833
7736,SUMTOTAL SYSTEMS INC,SUMT,47.837,141.547,22.275,13.125,6.207999999999999,-7.697999999999999,-1.49,52.695,0.0,46.434,-11.116,-262.96,25.827,74.97,113.3505,63.245,74.97,76.46
7737,SUMTOTAL SYSTEMS INC,SUMT,48.136,145.063,34.965,9.36,11.774,-9.841,1.933,71.023,0.0,54.076,-11.954,-275.60200000000003,28.516,105.988,162.3639,65.83800000000001,105.988,104.055
7738,SUMTOTAL SYSTEMS INC,SUMT,80.541,171.04,40.646,4.6610000000000005,12.518,-7.212000000000001,5.306,81.278,0.0,56.87,-7.726,-283.291,26.734,121.924,152.9215,62.582,121.924,116.618
7739,SUMTOTAL SYSTEMS INC,SUMT,76.3,91.302,43.736,0.0,10.576,-1.5319999999999998,9.044,82.91,0.0,50.431,-70.041,-354.07300000000004,23.498,126.646,89.2072,52.15600000000001,126.646,117.602
4700,SUN HEALTHCARE GROUP INC,SUNH,340.647,1373.826,1351.049,699.9630000000001,31.537,95.012,126.549,236.258,0.0,256.926,57.51,-354.37300000000005,190.517,1587.307,738.5847,1127.1,1587.307,1460.7579999999998
4701,SUN HEALTHCARE GROUP INC,SUNH,411.338,1539.851,1535.996,707.9760000000001,40.355,120.252,160.607,288.188,0.0,239.192,109.287,-247.269,207.737,1824.184,385.3733,1134.693,1824.184,1663.5770000000002
4702,SUN HEALTHCARE GROUP INC,SUNH,439.008,1571.194,1578.8929999999998,654.132,45.463,123.254,168.717,302.906,0.0,263.404,38.671,-207.041,225.262,1881.799,401.3159,1122.13,1881.799,1713.082
4703,SUN HEALTHCARE GROUP INC,SUNH,401.191,1081.758,1623.007,144.93,48.008,102.493,150.501,283.85400000000004,0.0,228.599,-4.65,-208.661,220.46400000000003,1906.861,316.1708,569.315,1906.861,1756.36
4704,SUN HEALTHCARE GROUP INC,SUNH,368.088,755.666,1695.7,88.76799999999999,32.086,62.975,95.061,234.64,0.0,218.955,-291.766,-501.656,216.056,1930.34,97.5665,530.21,1930.34,1835.279
2485,SUN MICROSYSTEMS INC,JAVA,7191.0,14190.0,5856.0,1123.0,570.0,-60.0,510.0,5214.0,431.0,4766.0,-107.0,1595.0,2415.0,11070.0,12711.84,7516.0,11070.0,10560.0
2486,SUN MICROSYSTEMS INC,JAVA,8273.0,15082.0,6668.0,575.0,771.0,-456.0,315.0,6400.0,540.0,6165.0,-864.0,-77.0,3041.0,13068.0,14537.45,8738.0,13068.0,12753.0
2487,SUN MICROSYSTEMS INC,JAVA,9328.0,15838.0,6888.0,1264.0,720.0,406.0,1126.0,6985.0,524.0,5451.0,473.0,503.0,3418.0,13873.0,18588.84,8659.0,13873.0,12747.0
2488,SUN MICROSYSTEMS INC,JAVA,7834.0,14340.0,6738.0,1265.0,687.0,644.0,1331.0,7142.0,680.0,5668.0,403.0,923.0,3370.0,13880.0,8181.76,8752.0,13880.0,12549.0
2489,SUN MICROSYSTEMS INC,JAVA,6864.0,11232.0,6085.0,695.0,693.0,-423.0,270.0,5364.0,566.0,5621.0,-2234.0,-1708.0,2536.0,11449.0,6933.44,7927.0,11449.0,11179.0
2020,SUNAIR SERVICES CORP,SNR.1,17.58,78.116,19.831,17.294,1.412,0.188,1.6,11.621,7.61,8.709,0.596,13.147,4.998,31.452,76.395,26.191,31.452,29.852
2021,SUNAIR SERVICES CORP,SNR.1,10.848,83.913,24.692,14.744000000000002,2.987,-2.844,0.143,30.753,2.3280000000000003,8.988999999999999,-5.78,7.218,5.617999999999999,55.445,55.9344,23.845,55.445,55.302
2022,SUNAIR SERVICES CORP,SNR.1,10.275,86.777,20.992,17.278,3.851,-2.451,1.4,43.081,1.827,11.138,-2.615,4.674,3.4810000000000003,64.07300000000001,37.9639,28.416,64.07300000000001,62.673
2023,SUNAIR SERVICES CORP,SNR.1,9.805,81.783,16.822,14.182,4.821000000000001,-3.504,1.317,39.791,1.404,15.463,-6.513,-1.928,2.597,56.613,26.5747,29.645,56.613,55.29600000000001
2024,SUNAIR SERVICES CORP,SNR.1,5.414,57.758,14.318,0.899,4.543,-1.7009999999999998,2.842,36.844,1.019,22.442,-17.957,-19.885,2.264,51.162,35.2229,23.341,51.162,48.32
8505,SUNCOM WIRELESS HOLDINGS INC,TPC.2,347.033,1617.571,300.244,1413.263,131.105,13.931,145.036,415.741,28.51,174.94299999999998,-136.821,-703.86,91.25,715.985,268.085,1654.083,715.985,570.9490000000001
8506,SUNCOM WIRELESS HOLDINGS INC,TPC.2,230.159,1519.2910000000002,352.156,1443.7879999999998,148.694,47.942,196.636,457.943,24.344,178.25599999999997,-154.09,-876.165,82.31700000000001,810.0989999999999,383.8538,1699.241,810.0989999999999,613.4630000000001
8507,SUNCOM WIRELESS HOLDINGS INC,TPC.2,643.6030000000001,2446.962,369.421,1688.318,174.37,13.995,188.365,448.779,18.216,195.361,682.5269999999999,-193.638,97.638,818.2,238.9178,2042.387,818.2,629.835
8508,SUNCOM WIRELESS HOLDINGS INC,TPC.2,501.11300000000006,2000.219,437.905,1689.351,336.755,-314.753,22.002,388.253,23.93,212.777,-496.8080000000001,-690.446,101.086,826.158,195.7531,2083.369,826.158,804.1560000000001
8509,SUNCOM WIRELESS HOLDINGS INC,TPC.2,375.31,1654.859,417.287,1689.737,269.817,-179.231,90.586,435.592,27.441,188.483,-337.37800000000004,-1027.8239999999998,111.066,852.8789999999999,49.8799,2071.751,852.8789999999999,762.293
2500,SUNGARD DATA SYSTEMS INC,0139A,911.742,1845.185,692.096,7.939,108.562,348.439,457.001,968.612,56.018,394.77,212.972,797.387,359.597,1660.708,6283.1291,402.709,1660.708,1203.707
2501,SUNGARD DATA SYSTEMS INC,0139A,1118.204,2898.158,813.2310000000001,355.474,133.332,406.4330000000001,539.765,1115.442,52.709,748.828,246.055,1045.86,524.735,1928.673,8122.734,1104.302,1928.673,1388.908
